Application Number,Voucher Number,Child Age (at time of Application),Gender,Has your child played sport before?,Participation Activity,Club Name,Club Suburb/Town,Club Local Government Area Name,Club State Electoral District  Name,Parent Suburb/Town,Total Payment
2000013022,BNEWWE5C,11,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Warwick,150
2000002927,H3AGLLD0,12,,No,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Goodna,150
2000012857,2N12R68Z,12,,No,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Kooralbyn,150
2000002994,G235J67D,12,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Morningside,150
2000004352,6I544N1Y,12,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Hervey Range,150
2000005607,X5IWJOUT,12,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Doolandella,150
2000006617,17OYC7E6,12,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Warwick,150
2000007183,X9P8S7ZM,12,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Tingalpa,150
2000007544,Z3ETJZ7Q,12,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Kingston,150
2000010286,HYNW3G3A,12,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Gympie,150
2000012618,70567J1R,12,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Palm Beach,150
2000013238,8WKJ4FAR,12,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Marsden,150
2000009475,ST5ERV23,13,,No,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Cambooya,150
2000000956,YG5E8PE4,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Toowoomba,150
2000002166,EW8IFKDZ,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Alice River,150
2000002924,9JD9DKYY,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Goodna,150
2000003146,TR2K2HTS,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Doolandella,150
2000003774,BFHDPY1U,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Petrie,150
2000005395,WTHGUFD1,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Morayfield,150
2000005409,Q343D1PL,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Morayfield,150
2000007942,GP70TA7M,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Forest Lake,150
2000008850,TMH2P4PD,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Mudgeeraba,150
2000012628,UDR66WS8,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Palm Beach,150
2000013231,SN8H3YF2,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Tarragindi,150
2000013324,2EBOUGZW,13,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Rochedale South,150
2000006291,JI26YVMA,14,,No,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Tallai,150
2000002584,5LLGV8BG,14,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Pacific Pines,150
2000004245,362UYTAY,14,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Hervey Range,150
2000004583,AIRF57TZ,14,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Morayfield,150
2000005313,KWYGN2YJ,14,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Burpengary,150
2000010644,IFQMJ0P2,14,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Sippy Downs,150
2000010027,OQ5YC6RN,15,,No,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,Broadbeach,150
2000008081,53TTC6PV,16,,Yes,Bushwalking,The Scout Association of Australia Queensland,Auchenflower,Brisbane (C),Mount Coot-tha,North Toowoomba,150
2000004745,YIZAACG7,8,,Yes,Calisthenics,Helensvale Calisthenics Dance Academy,Helensvale,Gold Coast (C),Coomera,Pimpama,150
2000004883,0HV5ZZ77,10,,Yes,Calisthenics,Helensvale Calisthenics Dance Academy,Helensvale,Gold Coast (C),Coomera,Runaway Bay,150
2000008677,BEXFC6VV,10,,Yes,Calisthenics,Helensvale Calisthenics Dance Academy,Helensvale,Gold Coast (C),Coomera,Helensvale,150
2000004737,N0HEV96D,11,,Yes,Calisthenics,Helensvale Calisthenics Dance Academy,Helensvale,Gold Coast (C),Coomera,Pimpama,150
2000006113,6WSZK9SC,13,,Yes,Calisthenics,Helensvale Calisthenics Dance Academy,Helensvale,Gold Coast (C),Coomera,Tallebudgera,150
2000006104,2TN46TF4,16,,Yes,Calisthenics,Helensvale Calisthenics Dance Academy,Helensvale,Gold Coast (C),Coomera,Tallebudgera,150
2000003138,495OYBDL,5,,No,Calisthenics,Fraser Coast Calisthenics Club Inc,Maryborough,Fraser Coast (R),Maryborough,Tinana,150
2000000713,BX4B326R,6,,No,Calisthenics,Fraser Coast Calisthenics Club Inc,Maryborough,Fraser Coast (R),Maryborough,Maryborough,150
2000006762,R15TCMG4,8,,Yes,Calisthenics,Suncoast Calisthenics Club Inc,Tanawha,Sunshine Coast (R),Buderim,Nambour,150
2000005676,F5R1BR8Y,7,,No,Calisthenics,Fraser Coast Calisthenics Club Inc,Maryborough,Fraser Coast (R),Maryborough,Tinana,150
2000006385,EEGU2G8D,7,,Yes,Calisthenics,Fraser Coast Calisthenics Club Inc,Maryborough,Fraser Coast (R),Maryborough,Maryborough,150
2000011067,D9BBEMWT,14,,Yes,Calisthenics,Fraser Coast Calisthenics Club Inc,Maryborough,Fraser Coast (R),Maryborough,Maryborough,150
2000001343,NZI2MZD0,5,,Yes,Canoeing Outrigger,Bayside Outrigger Canoe Club Inc,Alexandra Hills,Redland (C),Capalaba,Mansfield,145
2000001275,T1HRCPWW,10,,Yes,Canoeing Outrigger,Bayside Outrigger Canoe Club Inc,Alexandra Hills,Redland (C),Capalaba,Mansfield,145
2000001413,PFH3066T,10,,Yes,Canoeing Outrigger,Bayside Outrigger Canoe Club Inc,Alexandra Hills,Redland (C),Capalaba,Marsden,145
2000003211,0ORIOP3Z,11,,Yes,Canoeing Outrigger,Bayside Outrigger Canoe Club Inc,Alexandra Hills,Redland (C),Capalaba,Manly West,145
2000002555,9I2C69UG,15,,Yes,Canoeing Outrigger,Mooloolaba Outrigger Canoe Club Inc,Mooloolaba,Sunshine Coast (R),Maroochydore,Bli Bli,150
2000003976,Q62OHP7Q,5,,Yes,Cheerleading,Queensland Police-Citizens Youth Welfare Association,Toowoomba,Toowoomba (R),Toowoomba North,Toowoomba,150
2000012733,01BP6PRG,5,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Waterford West,150
2000013318,PXICJTD6,5,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Rochedale South,150
2000013013,5BOTS2K7,6,,No,Cheerleading,Scenic Rim Cheer Association Inc,Jimboomba,Logan (C),Beaudesert,Jimboomba,150
2000004110,HTW4BVF5,7,,Yes,Cheerleading,Queensland Police-Citizens Youth Welfare Association,Toowoomba,Toowoomba (R),Toowoomba North,Harristown,150
2000012730,TPE75ZDR,8,,No,Cheerleading,Scenic Rim Cheer Association Inc,Jimboomba,Logan (C),Beaudesert,Redbank Plains,150
2000013194,BRC57AHS,8,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Slacks Creek,150
2000013510,4DDPIC12,8,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Woodridge,150
2000012999,10X35USJ,9,,Yes,Cheerleading,Scenic Rim Cheer Association Inc,Jimboomba,Logan (C),Beaudesert,Jimboomba,150
2000013030,9U5Q3914,9,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Underwood,150
2000012988,KK5ZGACC,10,,No,Cheerleading,Scenic Rim Cheer Association Inc,Jimboomba,Logan (C),Beaudesert,Hillcrest,150
2000012989,V6G3NHJZ,10,,No,Cheerleading,Scenic Rim Cheer Association Inc,Jimboomba,Logan (C),Beaudesert,Jimboomba,150
2000013498,UPJFNL33,10,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Beenleigh,150
2000000673,GT6IIL9W,11,,No,Cheerleading,Queensland Police Citizens Youth Welfare Association,Beenleigh,Logan (C),Waterford,Bahrs Scrub,150
2000006179,25WFG7NF,11,,No,Cheerleading,Queensland Police-Citizens Youth Welfare Association,Toowoomba,Toowoomba (R),Toowoomba North,Rangeville,150
2000007341,JTRBUULW,11,,Yes,Cheerleading,Queensland Police-Citizens Youth Welfare Association,Toowoomba,Toowoomba (R),Toowoomba North,Centenary Heights,150
2000012904,JGZM28T9,11,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Daisy Hill,150
2000002344,Q1GSUCF8,12,,Yes,Cheerleading,Queensland Police-Citizens Youth Welfare Association,Toowoomba,Toowoomba (R),Toowoomba North,Rangeville,150
2000010550,FPXAN7RQ,12,,Yes,Cheerleading,Scenic Rim Cheer Association Inc,Jimboomba,Logan (C),Beaudesert,Jimboomba,150
2000012861,8B92G6SY,12,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Slacks Creek,150
2000000959,SD83WOV2,13,,No,Cheerleading,Queensland Police Citizens Youth Welfare Association,Beenleigh,Logan (C),Waterford,Beenleigh,150
2000003369,IAIHHC7N,13,,Yes,Cheerleading,Queensland Police-Citizens Youth Welfare Association,Toowoomba,Toowoomba (R),Toowoomba North,Toowoomba,150
2000003383,ZFQ7WQLQ,13,,Yes,Cheerleading,Queensland Police-Citizens Youth Welfare Association,Toowoomba,Toowoomba (R),Toowoomba North,Toowoomba,150
2000012790,MLBF8N3D,13,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Kingston,150
2000013137,E8HB5UTJ,13,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Shailer Park,150
2000013602,II0VSALL,13,,,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Sunnybank Hills,150
2000012723,8X56U6TV,14,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Manly West,150
2000007342,0ON9TQVI,16,,Yes,Cheerleading,Queensland Police-Citizens Youth Welfare Association,Toowoomba,Toowoomba (R),Toowoomba North,Centenary Heights,150
2000004901,PFRJ1NZX,16,,Yes,Cheerleading,Southern Allstars Inc,Underwood,Logan (C),Woodridge,Heritage Park,150
2000005796,0N40ETKH,8,,Yes,Cheerleading,Zoo Allstars Coast Studio Pty Ltd,Burleigh,Gold Coast (C),Burleigh,Robina,150
2000005381,0ZCN1M6D,11,,No,Cheerleading,Zoo Allstars Coast Studio Pty Ltd,Burleigh,Gold Coast (C),Burleigh,Tallai,150
2000007253,7KT9MH44,6,,Yes,Cheerleading,Jimboomba Junior Rugby League Football Club Inc,North Maclean,Logan (C),Beaudesert,Jimboomba,150
2000008016,OV8UX3P4,9,,No,Cheerleading,Zoo Allstars Coast Studio Pty Ltd,Burleigh,Gold Coast (C),Burleigh,Coomera,150
2000008243,XV66Y86F,6,,Yes,Cheerleading,Ormeau Junior Australian Football Club Inc,Ormeau,Gold Coast (C),Albert,Ormeau,150
2000009442,8BMTV5HO,10,,No,Cheerleading,Zoo Allstars Coast Studio Pty Ltd,Burleigh,Gold Coast (C),Burleigh,Currumbin Waters,150
2000008421,7X15R3Z0,11,,Yes,Cheerleading,Zoo Allstars Coast Studio Pty Ltd,Burleigh,Gold Coast (C),Burleigh,Tallebudgera Valley,150
2000008327,B741KMX1,13,,Yes,Cheerleading,Zoo Allstars Coast Studio Pty Ltd,Burleigh,Gold Coast (C),Burleigh,Clear Island Waters,150
2000004927,HOUAJRIK,6,,No,Cricket,Northern Beaches Cricket Club Inc,Mt Low,Townsville (C),Hinchinbrook,Deeragun,85
2000009737,1GO6GN8N,12,,Yes,Cricket,Park Ridge Panthers Inc,Park Ridge,Logan (C),Logan,Heritage Park,120
2000009717,D0X7PDQB,14,,Yes,Cricket,Park Ridge Panthers Inc,Park Ridge,Logan (C),Logan,Heritage Park,120
2000004616,Q5ZXPE9U,15,,Yes,Cricket,Park Ridge Panthers Inc,Park Ridge,Logan (C),Logan,Regents Park,120
2000009573,0ULNZ1X4,10,,Yes,Cricket,Oakey Junior Cricket Club Inc,Oakey,Toowoomba (R),Condamine,Underwood,125
2000000767,V4ZLKTFS,12,,Yes,Cricket,Albany Creek Cricket Club Inc,Brendale,Moreton Bay (R),Pine Rivers,Mitchelton,145
2000000796,XL2HT5CF,7,,Yes,Cricket,Murgon and District Cricket Club Inc,Murgon,South Burnett (R),Callide,Redgate,150
2000000782,1A9R5X6H,10,,Yes,Cricket,Murgon and District Cricket Club Inc,Murgon,South Burnett (R),Callide,Redgate,150
2000003238,193Q6P8B,11,,Yes,Cricket,Murgon and District Cricket Club Inc,Murgon,South Burnett (R),Callide,Barambah,150
2000004925,BB7358ED,11,,Yes,Cricket,Northern Beaches Cricket Club Inc,Mt Low,Townsville (C),Hinchinbrook,Deeragun,150
2000003228,LFWNJNV0,12,,Yes,Cricket,Murgon and District Cricket Club Inc,Murgon,South Burnett (R),Callide,Barambah,150
2000004924,0QMLY07M,13,,Yes,Cricket,Northern Beaches Cricket Club Inc,Mt Low,Townsville (C),Hinchinbrook,Deeragun,150
2000004923,988EP2BW,14,,Yes,Cricket,Northern Beaches Cricket Club Inc,Mt Low,Townsville (C),Hinchinbrook,Deeragun,150
2000002862,J733SMWO,10,,Yes,Cricket,Mulgrave Combined Cricket Association Incorporated,Edmonton,Cairns (R),Mulgrave,Edmonton,150
2000013007,PW55V6Z8,12,,Yes,Cricket,Caloundra Cricket Club Inc,Caloundra,Sunshine Coast (R),Caloundra,Minyama,150
2000009414,IK7U1UOT,14,,Yes,Cricket,Mulgrave Combined Cricket Association Incorporated,Edmonton,Cairns (R),Mulgrave,Gordonvale,150
2000009422,FQA7N1GO,16,,Yes,Cricket,Mulgrave Combined Cricket Association Incorporated,Edmonton,Cairns (R),Mulgrave,Gordonvale,150
2000005293,Q73PCCVP,10,,Yes,Cycling,Logan City BMX Academy Inc,Browns Plains,Logan (C),Logan,Slacks Creek,148
2000003987,WBQXJZW8,6,,Yes,Dancesport,Queensland Police-Citizens Youth Welfare Association,Loganholme,Logan (C),Waterford,Loganholme,10
2000000297,5NPX847T,5,,No,Dancesport,Queensland Police Citizens Youth Welfare Association,Carina,Brisbane (C),Chatsworth,Carina Heights,150
2000002554,LOQ11R6V,5,,No,Dancesport,Queensland Police Citizens Youth Welfare Association,Eastern Heights,Ipswich (C),Ipswich,Raceview,150
2000006128,X98Y2GUF,5,,No,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Carrara,150
2000009134,6CIKWLKD,5,,No,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Ashmore,150
2000008984,VNI1M5YU,5,,No,Dancesport,Queensland Police-Citizens Youth Welfare Association,Nerang,Gold Coast (C),Gaven,Nerang,150
2000010088,F2L9RQT4,5,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Parkwood,150
2000009294,WQUDPBAC,6,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Labrador,150
2000009536,P2PQCA3L,6,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Benowa,150
2000004624,UYHNVKC3,7,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Arundel,150
2000009141,O9L1N528,7,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Hervey Bay,Fraser Coast (R),Hervey Bay,Torquay,150
2000001732,T82IZJTF,8,,No,Dancesport,Queensland Police Citizens Youth Welfare Association,Hervey Bay,Fraser Coast (R),Hervey Bay,Point Vernon,150
2000013586,TEUH9J3K,9,,No,Dancesport,Queensland Police-Citizens Youth Welfare Association,Bray Park,Moreton Bay (R),Pine Rivers,Bray Park,150
2000008938,APWLXEG2,9,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Ashmore,150
2000005888,OI1OEICA,10,,No,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Pacific Pines,150
2000012178,XNNCS8BT,10,,No,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Molendinar,150
2000008981,RKKTKY3A,10,,No,Dancesport,Queensland Police-Citizens Youth Welfare Association,Nerang,Gold Coast (C),Gaven,Nerang,150
2000009295,5WVTVXDO,10,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Labrador,150
2000012721,WDH83QMU,10,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Southport,150
2000008328,MXV019V3,10,,Yes,Dancesport,Queensland Police-Citizens Youth Welfare Association,Nerang,Gold Coast (C),Gaven,Clear Island Waters,150
2000001686,69H0HVR9,11,,No,Dancesport,Queensland Police Citizens Youth Welfare Association,Hervey Bay,Fraser Coast (R),Hervey Bay,Point Vernon,150
2000009045,LB9BJOAZ,11,,No,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Labrador,150
2000000208,CUT85NEZ,11,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Carina,Brisbane (C),Chatsworth,Carina Heights,150
2000008944,7GMXYGBN,11,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Ashmore,150
2000010875,748FT25H,11,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Arundel,150
2000006126,WLUYHG6H,12,,No,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Carrara,150
2000009533,955H2PVC,12,,Yes,Dancesport,Queensland Police Citizens Youth Welfare Association,Ashmore,Gold Coast (C),Southport,Benowa,150
2000001812,UDKUVYAY,14,,No,Dancesport,Queensland Police Citizens Youth Welfare Association,Hervey Bay,Fraser Coast (R),Hervey Bay,Point Vernon,150
2000013427,JEAYJON5,9,,Yes,Disability Sports,Queensland Police-Citizens Youth Welfare Association,Toowoomba,Toowoomba (R),Toowoomba North,Highfields,150
2000004409,VM1SKOBJ,12,,No,Disability Sports,Queensland Police-Citizens Youth Welfare Association,Toowoomba,Toowoomba (R),Toowoomba North,Meringandan West,150
2000009265,3VUSHA55,9,,Yes,Dragon Boating,Burleigh Fire Dragons Club Inc,Burleigh Waters,Gold Coast (C),Burleigh,Burleigh Heads,60
2000009257,EAM3IB9E,12,,Yes,Dragon Boating,Burleigh Fire Dragons Club Inc,Burleigh Waters,Gold Coast (C),Burleigh,Burleigh Heads,140
2000009305,LJMXJRZY,17,,Yes,Dragon Boating,Akuna Dragon Boat Club Inc,Palm Beach,Gold Coast (C),Currumbin,Elanora,150
2000012629,055TPTLS,12,,Yes,Equestrian,Zone 20 Pony Club Inc,Wallumbilla,Maranoa (R),Warrego,Mitchell,70
2000001532,IVB8ES0R,16,,Yes,Equestrian,Gympie and District Pony Club Inc,Gympie,Gympie (R),Gympie,Woolooga,75
2000008056,JO0ZNJUN,17,,Yes,Equestrian,The Toowoomba & District Showjumping Club Inc,Toowoomba,Toowoomba (R),Condamine,Eudlo,75
2000003612,GIH8MAIW,10,,Yes,Equestrian,Gracemere Hack and Pony Club Inc,Gracemere,Rockhampton (R),Rockhampton,West Rockhampton,80
2000003218,6ONBBAS9,5,,No,Equestrian,Nanango Hack and Pony Club Inc,Nanango,South Burnett (R),Nanango,Yarraman,85
2000004732,CPVA160F,7,,Yes,Equestrian,Gympie and District Pony Club Inc,Gympie,Gympie (R),Gympie,Gympie,85
2000001035,VF0PUVTT,10,,Yes,Equestrian,Nanango Hack and Pony Club Inc,Nanango,South Burnett (R),Nanango,Nanango,85
2000003198,VNH86UNL,13,,Yes,Equestrian,Nanango Hack and Pony Club Inc,Nanango,South Burnett (R),Nanango,Yarraman,85
2000005398,MMDJ0F2T,14,,Yes,Equestrian,Nanango Hack and Pony Club Inc,Nanango,South Burnett (R),Nanango,Nanango,85
2000005603,7UO44TMS,15,,Yes,Equestrian,Nanango Hack and Pony Club Inc,Nanango,South Burnett (R),Nanango,Nanango,85
2000006261,UXEY7UCU,5,,No,Equestrian,Gympie and District Pony Club Inc,Gympie,Gympie (R),Gympie,Glenwood,94
2000006262,N1MNPBT6,8,,No,Equestrian,Gympie and District Pony Club Inc,Gympie,Gympie (R),Gympie,Glenwood,94
2000006253,7AQ65NLJ,10,,Yes,Equestrian,Gympie and District Pony Club Inc,Gympie,Gympie (R),Gympie,Glenwood,94
2000006256,1Q69YDE0,12,,Yes,Equestrian,Gympie and District Pony Club Inc,Gympie,Gympie (R),Gympie,Glenwood,94
2000010230,G23KGMMC,10,,Yes,Equestrian,Moura Hack and Pony Club Inc,Moura,Banana (S),Callide,Moura,95
