LGA_2011,Local Government Areas - 2011,INDEX_TYPE,Index Type,MEASURE,Measure,Value
43360,Kingston (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,875
43360,Kingston (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1028
43360,Kingston (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2290
43650,Light (RegC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1010
43650,Light (RegC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,858
43650,Light (RegC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1114
43650,Light (RegC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,13785
43710,Lower Eyre Peninsula (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,994
43710,Lower Eyre Peninsula (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,940
43710,Lower Eyre Peninsula (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1066
43710,Lower Eyre Peninsula (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,4916
43790,Loxton Waikerie (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,932
43790,Loxton Waikerie (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,710
43790,Loxton Waikerie (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1031
43790,Loxton Waikerie (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,11266
43920,Mallala (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,962
43920,Mallala (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,843
43920,Mallala (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1034
43920,Mallala (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,8333
44000,Maralinga Tjarutja (AC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,728
44000,Maralinga Tjarutja (AC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,728
44000,Maralinga Tjarutja (AC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,728
44000,Maralinga Tjarutja (AC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,73
44060,Marion (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,990
44060,Marion (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,629
44060,Marion (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1134
44060,Marion (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,83005
44210,Mid Murray (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,917
44210,Mid Murray (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,812
44210,Mid Murray (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1000
44210,Mid Murray (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,8134
44340,Mitcham (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1068
44340,Mitcham (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,815
44340,Mitcham (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1192
44340,Mitcham (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,62912
44550,Mount Barker (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1021
44550,Mount Barker (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,859
44550,Mount Barker (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1146
44550,Mount Barker (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,29806
44620,Mount Gambier (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,911
44620,Mount Gambier (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,580
44620,Mount Gambier (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1133
44620,Mount Gambier (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,25254
44830,Mount Remarkable (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,970
44830,Mount Remarkable (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,860
44830,Mount Remarkable (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1060
44830,Mount Remarkable (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2868
45040,Murray Bridge (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,887
45040,Murray Bridge (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,647
45040,Murray Bridge (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1034
45040,Murray Bridge (RC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,19742
45090,Naracoorte and Lucindale (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,975
45090,Naracoorte and Lucindale (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,841
45090,Naracoorte and Lucindale (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1095
45090,Naracoorte and Lucindale (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,8118
45120,Northern Areas (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,965
45120,Northern Areas (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,873
45120,Northern Areas (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1080
45120,Northern Areas (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,4497
45290,Norwood Payneham St Peters (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1030
45290,Norwood Payneham St Peters (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,860
45290,Norwood Payneham St Peters (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1148
45290,Norwood Payneham St Peters (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,34863
45340,Onkaparinga (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,975
45340,Onkaparinga (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,672
45340,Onkaparinga (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1152
45340,Onkaparinga (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,159517
45400,Orroroo/Carrieton (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,982
45400,Orroroo/Carrieton (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,924
45400,Orroroo/Carrieton (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1059
45400,Orroroo/Carrieton (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,871
45540,Peterborough (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,808
45540,Peterborough (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,699
45540,Peterborough (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,934
45540,Peterborough (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1733
45680,Playford (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,868
45680,Playford (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,629
45680,Playford (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1114
45680,Playford (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,79082
45890,Port Adelaide Enfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,929
45890,Port Adelaide Enfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,647
45890,Port Adelaide Enfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1127
45890,Port Adelaide Enfield (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,112797
46090,Port Augusta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,897
46090,Port Augusta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,468
46090,Port Augusta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1085
46090,Port Augusta (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,13978
46300,Port Lincoln (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,931
46300,Port Lincoln (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,689
46300,Port Lincoln (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1058
46300,Port Lincoln (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,14083
46450,Port Pirie City and Dists (M),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,882
46450,Port Pirie City and Dists (M),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,673
46450,Port Pirie City and Dists (M),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1073
46450,Port Pirie City and Dists (M),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,17360
46510,Prospect (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1040
46510,Prospect (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,960
46510,Prospect (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1133
46510,Prospect (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,19950
46670,Renmark Paringa (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,907
46670,Renmark Paringa (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,747
46670,Renmark Paringa (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1027
46670,Renmark Paringa (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,9231
46860,Robe (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,990
46860,Robe (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,959
46860,Robe (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1048
46860,Robe (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,1399
46970,Roxby Downs (M),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,1086
46970,Roxby Downs (M),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,1063
46970,Roxby Downs (M),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1103
46970,Roxby Downs (M),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,4694
47140,Salisbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,924
47140,Salisbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,700
47140,Salisbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1123
47140,Salisbury (C),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,129067
47290,Southern Mallee (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,973
47290,Southern Mallee (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,901
47290,Southern Mallee (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1056
47290,Southern Mallee (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2097
47490,Streaky Bay (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,963
47490,Streaky Bay (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,911
47490,Streaky Bay (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1007
47490,Streaky Bay (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,URP,Usual resident population,2110
47630,Tatiara (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,SCORE,Score,976
47630,Tatiara (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MINS,Minimum score for SA1s in area,866
47630,Tatiara (DC),IRSAD,Index of Relative Socio-economic Advantage and Disadvantage,MAXS,Maximum score for SA1s in area,1077
